title,date,link,weekendRevenue,weekendScreens,firstRevenue,firstScreens,multipleTables
The Gardener,8/2/2013,/movies/?id=gardener.htm,-1,-2,-3,-4,False
Jamel Shabazz Street Photographer,8/2/2013,/movies/?id=jamelshabazz.htm,"$7,800",1,-3,-4,True
2 Guns,8/2/2013,/movies/?id=2guns.htm,"$29,716,700","3,025","$10,913,100","3,025",False
Cockneys Vs. Zombies,8/2/2013,/movies/?id=cockneysvszombies.htm,-1,-2,-3,-4,False
Rising From Ashes,8/2/2013,/movies/?id=risingfromashes.htm,"$8,000",3,-3,-4,False
Our Children,8/2/2013,/movies/?id=ourchildren.htm,"$6,000(Estimate)",1,-3,-4,False
Untitled WB Event Film (2019),8/2/2019,/movies/?id=wbeventfilm2019a.htm,-1,-2,-3,-4,False
The Rocker,8/20/2008,/movies/?id=rocker.htm,"$3,161,100","2,784","$692,300","2,627",False
Nanny McPhee Returns,8/20/2010,/movies/?id=nannymcphee2.htm,"$9,389,100","2,784","$2,984,600","2,784",False
What If...,8/20/2010,/movies/?id=whatif.htm,"$55,600",23,-3,-4,True
Mao's Last Dancer,8/20/2010,/movies/?id=maoslastdancer.htm,"$223,000",33,-3,-4,False
Hiding Divya,8/20/2010,/movies/?id=hidingdivya.htm,-1,-2,-3,-4,False
Army of Crime,8/20/2010,/movies/?id=armyofcrime.htm,"$9,000",3,-3,-4,False
Lottery Ticket,8/20/2010,/movies/?id=lotteryticket.htm,"$11,895,800","1,973","$4,311,600","1,973",False
The Tillman Story,8/20/2010,/movies/?id=tillmanstory.htm,"$58,300",4,"$15,400",4,False
The Switch,8/20/2010,/movies/?id=baster.htm,"$9,421,500","2,012","$3,017,200","2,012",False
Piranha 3D,8/20/2010,/movies/?id=piranha3d.htm,"$11,286,700","2,470","$4,021,000","2,470",False
Altiplano,8/20/2010,/movies/?id=altiplano.htm,"$1,400",1,-3,-4,False
Soul Kitchen,8/20/2010,/movies/?id=soulkitchen.htm,"$23,400",2,-3,-4,False
Expedition to the End of the World,8/20/2014,/movies/?id=expeditionworld.htm,"$7,100",1,"$1,500",1,False
X Games 3D The Movie,8/21/2009,/movies/?id=xgames3d.htm,"$966,300","1,399","$324,200","1,399",False
Confessionsofa Ex-Doofus-ItchyFooted Mutha,8/21/2009,/movies/?id=confessionsofaex-doofus-itchyfootedmutha.htm,$700,1,-3,-4,False
Sikandar,8/21/2009,/movies/?id=sikandar.htm,"$2,300",9,$700,9,False
Five Minutes of Heaven,8/21/2009,/movies/?id=fiveminutesofheaven.htm,"$6,200",1,-3,-4,False
Shorts,8/21/2009,/movies/?id=shorts.htm,"$7,398,500","3,105","$2,484,700","3,105",False
Inglourious Basterds,8/21/2009,/movies/?id=inglouriousbasterds.htm,"$43,921,000","3,165","$18,200",28,False
The Baader Meinhof Complex,8/21/2009,/movies/?id=baadermeinhofcomplex.htm,"$20,000",2,-3,-4,False
Casi Divas,8/21/2009,/movies/?id=casidivas.htm,"$31,700",22,-3,-4,False
The Marc Pease Experience,8/21/2009,/movies/?id=marcpeaseexperience.htm,"$3,000",10,"$1,100",10,False
Streetballers,8/21/2009,/movies/?id=streetballers.htm,"$13,400",2,-3,-4,False
World's Greatest Dad,8/21/2009,/movies/?id=worldsgreatestdad.htm,"$5,400",1,-3,-4,False
My One and Only,8/21/2009,/movies/?id=myoneandonly.htm,"$67,700",4,"$17,300",4,False
Post Grad,8/21/2009,/movies/?id=postgrad.htm,"$3,060,800","1,959","$1,183,900","1,959",False
The Mortal Instruments: City of Bones,8/21/2013,/movies/?id=mortalinstruments.htm,"$10,254,000","3,118","$3,301,500","3,046",False
Learning to Drive,8/21/2015,/movies/?id=learningtodrive.htm,"$68,900",4,"$15,200",71,False
Digging for Fire,8/21/2015,/movies/?id=diggingforfire.htm,"$26,100(Estimate)",3,-3,-4,False
The Iron Ministry,8/21/2015,/movies/?id=theironministry.htm,$900,3,$200,3,False
Hitman: Agent 47,8/21/2015,/movies/?id=hitman47.htm,"$8,689,900","3,261","$3,263,700","3,261",False
Dark Forest,8/21/2015,/movies/?id=darkforest.htm,"$1,800",1,-3,-4,False
American Ultra,8/21/2015,/movies/?id=americanultra.htm,"$5,692,300","2,778","$2,211,500","2,778",False
She's Funny That Way,8/21/2015,/movies/?id=shesfunnythatway.htm,"$21,700",20,-3,-4,False
Station to Station,8/21/2015,/movies/?id=stationtostation.htm,"$9,400(Estimate)",1,-3,-4,False
Sinister 2,8/21/2015,/movies/?id=sinister2.htm,"$11,002,100","2,766","$4,875,000","2,766",False
Grandma (2015),8/21/2015,/movies/?id=grandma2015.htm,"$120,600",4,"$157,600","1,021",True
Top Spin,8/21/2015,/movies/?id=topspin.htm,"$2,300",1,-3,-4,False
After Words,8/21/2015,/movies/?id=afterwords.htm,-1,-2,-3,-4,False
Guidance,8/21/2015,/movies/?id=guidance.htm,"$2,500",1,-3,-4,False
Hannah Takes the Stairs,8/22/2007,/movies/?id=hannahtakesthestairs.htm,"$7,400",1,-3,-4,False
The House Bunny,8/22/2008,/movies/?id=housebunny.htm,"$17,428,300","2,714","$7,097,000","2,714",False
I.O.U.S.A.,8/22/2008,/movies/?id=iousa.htm,"$73,500",18,"$645,700",358,True
Trouble the Water,8/22/2008,/movies/?id=troublethewater.htm,"$34,300",3,-3,-4,True
Mumbai Meri Jaan,8/22/2008,/movies/?id=mumbaimerijaan.htm,"$16,300",8,-3,-4,False
Cthulhu,8/22/2008,/movies/?id=cthulhu.htm,"$1,700",1,-3,-4,False
Hamlet 2,8/22/2008,/movies/?id=hamlet2.htm,"$527,500",103,"$173,400",103,False
Momma's Man,8/22/2008,/movies/?id=mommasman.htm,"$13,300",1,-3,-4,True
Death Race,8/22/2008,/movies/?id=deathrace.htm,"$15,134,800","2,532","$5,541,100","2,532",False
The Longshots,8/22/2008,/movies/?id=longshots.htm,"$4,893,400","2,089","$1,592,100","2,089",False
Hit and Run,8/22/2012,/movies/?id=hitandrun.htm,"$5,009,100","2,870","$691,700","2,698",False
Teddy Bear,8/22/2012,/movies/?id=teddybear.htm,"$6,000",2,-3,-4,False
Love is Strange,8/22/2014,/movies/?id=loveisstrange.htm,"$125,000",5,-3,-4,False
Kabbalah Me,8/22/2014,/movies/?id=kabbalahme.htm,"$2,300",1,-3,-4,False
If I Stay,8/22/2014,/movies/?id=ifistay.htm,"$16,707,700","2,907","$7,274,800","2,907",False
When the Game Stands Tall,8/22/2014,/movies/?id=whenthegamestandstall.htm,"$8,931,300","2,673","$3,142,000","2,673",False
K2: Siren of the Himalayas,8/22/2014,/movies/?id=k2siren.htm,"$1,500",2,-3,-4,False
The One I Love,8/22/2014,/movies/?id=oneilove.htm,"$51,200",8,"$16,200",8,False
14 Blades,8/22/2014,/movies/?id=14blades.htm,-1,-2,-3,-4,False
That Man From Rio,8/22/2014,/movies/?id=manfromrio.htm,"$8,900",2,-3,-4,True
Frank Miller's Sin City: A Dame to Kill For,8/22/2014,/movies/?id=sincity2.htm,"$6,732,100","2,894","$2,791,600","2,894",False
Are You Here,8/22/2014,/movies/?id=areyouhere.htm,-1,-2,-3,-4,False
May in the Summer,8/22/2014,/movies/?id=mayinthesummer.htm,"$7,100",7,-3,-4,True
Olivia Experiment,8/22/2014,/movies/?id=oliviaexperiment.htm,"$2,900",2,-3,-4,True
To Be Takei,8/22/2014,/movies/?id=tobetakei.htm,"$24,300",22,-3,-4,False
Ragnarok,8/22/2014,/movies/?id=ragnorok.htm,$600,1,-3,-4,False
Seed: The Untold Story,8/22/2016,/movies/?id=seedtheuntoldstory.htm,"$2,400",3,"$1,500",2,False
Savannah,8/23/2013,/movies/?id=savannah.htm,"$17,100",14,"$6,400",14,False
Scenic Route,8/23/2013,/movies/?id=scenicroute.htm,-1,-2,-3,-4,False
The Grandmaster,8/23/2013,/movies/?id=grandmasters.htm,"$145,600",7,"$42,700",7,False
Sparrow's Dance,8/23/2013,/movies/?id=sparrowsdance.htm,-1,-2,-3,-4,False
Therese,8/23/2013,/movies/?id=therese2013.htm,"$22,000",6,-3,-4,False
The Trials of Muhammad Ali,8/23/2013,/movies/?id=trialsofmuhammadali.htm,"$3,300",1,-3,-4,False
The World's End,8/23/2013,/movies/?id=worldsend.htm,"$9,677,200","1,551","$3,860,100","1,551",False
Short Term 12,8/23/2013,/movies/?id=shortterm12.htm,"$61,700",4,-3,-4,True
You're Next,8/23/2013,/movies/?id=yourenext.htm,"$7,709,700","2,437","$3,278,400","2,437",False
Una Noche,8/23/2013,/movies/?id=unanoche.htm,"$18,900",3,-3,-4,False
Paradise: Faith,8/23/2013,/movies/?id=paradisefaith.htm,"$2,400",3,-3,-4,False
Drinking Buddies,8/23/2013,/movies/?id=drinkingbuddies.htm,"$21,400",2,-3,-4,False
The Hottest State,8/24/2007,/movies/?id=hotteststate.htm,"$10,700",3,-3,-4,False
Skid Row,8/24/2007,/movies/?id=skidrow.htm,"$8,300",3,-3,-4,False
Eye of the Dolphin,8/24/2007,/movies/?id=eyeofthedolphin.htm,"$47,500",124,-3,-4,False
Deep Water,8/24/2007,/movies/?id=deepwater.htm,"$28,300",2,-3,-4,False
Resurrecting the Champ,8/24/2007,/movies/?id=resurrectingthechamp.htm,"$2,087,000","1,605","$678,700","1,605",False
Them,8/24/2007,/movies/?id=them07.htm,"$5,000",3,-3,-4,False
Illegal Tender,8/24/2007,/movies/?id=illegaltender.htm,"$1,784,500",512,"$611,900",512,False
Heyy Babyy,8/24/2007,/movies/?id=heyybabyy.htm,"$766,500",68,-3,-4,False
Mr. Bean's Holiday,8/24/2007,/movies/?id=bean2.htm,"$12,376,600","1,714","$4,086,200","1,714",False
Dedication,8/24/2007,/movies/?id=dedication.htm,"$29,800",4,"$9,400",4,False
The Nanny Diaries,8/24/2007,/movies/?id=nannydiaries.htm,"$9,362,000","2,629","$3,376,100","2,629",False
WAR,8/24/2007,/movies/?id=war07.htm,"$12,289,400","2,277","$4,397,800","2,277",False
Right at Your Door,8/24/2007,/movies/?id=rightatyourdoor.htm,"$40,600",20,-3,-4,False
Closing Escrow,8/24/2007,/movies/?id=closingescrow.htm,"$7,200",5,-3,-4,False
September Dawn,8/24/2007,/movies/?id=septemberdawn.htm,"$753,200",857,"$227,800",857,False
Somewhere Between,8/24/2012,/movies/?id=somewherebetween.htm,"$8,600",1,-3,-4,True
The Day I Saw Your Heart,8/24/2012,/movies/?id=dayisawyourheart.htm,"$3,100",1,-3,-4,False
Thunderstruck,8/24/2012,/movies/?id=thunderstruck.htm,-1,-2,-3,-4,False
Neighboring Sounds,8/24/2012,/movies/?id=neighboringsounds.htm,"$14,000",2,-3,-4,True
Premium Rush,8/24/2012,/movies/?id=premiumrush.htm,"$6,673,500","2,255","$2,174,400","2,255",False
Hermano,8/24/2012,/movies/?id=hermano.htm,"$20,800",49,-3,-4,False
Keith Lemon: The Film,8/24/2012,/movies/?id=keithlemon.htm,-1,-2,-3,-4,False
Samsara,8/24/2012,/movies/?id=samsara.htm,"$84,400",2,-3,-4,True
Shirin Farhad Ki Toh Nikal Padi,8/24/2012,/movies/?id=shirinfarhad.htm,"$132,500",54,-3,-4,False
Little White Lies,8/24/2012,/movies/?id=littlewhitelies.htm,"$28,400",3,"$7,600",3,False
General Education,8/24/2012,/movies/?id=generaleducation.htm,$300,1,$200,1,False
Sleepwalk with Me,8/24/2012,/movies/?id=sleepwalkwithme.htm,"$76,100",1,-3,-4,False
A Lonely Place for Dying,8/24/2012,/movies/?id=lonelyplacefordying.htm,-1,-2,-3,-4,False
The Apparition,8/24/2012,/movies/?id=apparition.htm,"$3,144,600",810,"$1,302,400",810,False
Wild Horse Wild Ride,8/24/2012,/movies/?id=wildhorsewildride.htm,"$4,000",1,-3,-4,False
Villa Capri,8/25/2017,/movies/?id=villacapri.htm,-1,-2,-3,-4,False
Taking Woodstock,8/26/2009,/movies/?id=takingwoodstock.htm,"$3,990,800","1,393","$13,500",2,False
Our Idiot Brother,8/26/2011,/movies/?id=ouridiotbrother.htm,"$7,603,300","2,555","$2,591,900","2,555",False
Suing the Devil,8/26/2011,/movies/?id=suingthedevil.htm,-1,-2,-3,-4,False
Don't Be Afraid of the Dark,8/26/2011,/movies/?id=dontbeafraidofthedark.htm,"$9,245,200","2,760","$3,885,200","2,760",False
Higher Ground,8/26/2011,/movies/?id=higherground.htm,"$23,300",3,-3,-4,False
Redemption Road,8/26/2011,/movies/?id=redemptionroad.htm,"$20,800",26,"$6,400",26,False
Special Treatment,8/26/2011,/movies/?id=specialtreatment.htm,$700,1,-3,-4,False
Colombiana,8/26/2011,/movies/?id=colombiana.htm,"$11,286,400","2,614","$4,040,500","2,614",False
Shut Up Little Man,8/26/2011,/movies/?id=shutuplittleman.htm,"$9,200(Estimate)",2,-3,-4,False
Evidence of a Haunting,8/26/2011,/movies/?id=evidenceofahaunting.htm,"$18,200",10,-3,-4,False
Brighton Rock,8/26/2011,/movies/?id=brightonrock.htm,"$35,500",12,-3,-4,False
Chasing Madoff,8/26/2011,/movies/?id=chasingmadoff.htm,-1,-2,-3,-4,False
The Family Tree,8/26/2011,/movies/?id=thefamilytree.htm,"$4,000",2,-3,-4,False
Circumstance,8/26/2011,/movies/?id=circumstance.htm,"$47,000",7,"$18,800",7,False
The Army of Shadows (2015 re-release),8/26/2015,/movies/?id=armyofshadows2015.htm,"$8,500",1,"$1,900",1,True
No Escape,8/26/2015,/movies/?id=coup.htm,"$8,465,200","3,355","$1,230,600","3,007",False
Queen of Earth,8/26/2015,/movies/?id=queenofearth.htm,"$11,900",2,-3,-4,False
Hands of Stone,8/26/2016,/movies/?id=handsofstone.htm,"$1,772,000",810,"$631,100",810,False
Greater,8/26/2016,/movies/?id=greater.htm,"$635,400",340,"$175,600",340,False
Southside with You,8/26/2016,/movies/?id=southsidewithyou.htm,"$2,902,100",813,"$1,032,300",813,False
Complete Unknown,8/26/2016,/movies/?id=acompleteunknown.htm,"$14,300",2,-3,-4,False
The Hollars,8/26/2016,/movies/?id=thehollars.htm,"$38,700",4,-3,-4,False
Don't Breathe,8/26/2016,/movies/?id=dontbreathe.htm,"$26,722,100","3,051","$10,151,300","3,051",False
The Sea of Trees,8/26/2016,/movies/?id=theseaoftrees.htm,"$1,900",2,$700,2,False
Remember the Goal,8/26/2016,/movies/?id=rememberthegoal.htm,"$71,000",77,-3,-4,False
Mia Madre,8/26/2016,/movies/?id=miamadre.htm,"$34,500",6,-3,-4,False
Level Up,8/26/2016,/movies/?id=levelup.htm,-1,-2,-3,-4,False
The Intervention,8/26/2016,/movies/?id=theintervention.htm,"$23,600",17,-3,-4,False
31,8/26/2016,/movies/?id=31.htm,"$12,000",14,-3,-4,False
In Order of Disappearance,8/26/2016,/movies/?id=inorderofdisappearance.htm,"$5,300",2,-3,-4,False
Fatima,8/26/2016,/movies/?id=fatima.htm,"$6,300",1,-3,-4,False
Daylight's End,8/26/2016,/movies/?id=daylightsend.htm,-1,-2,-3,-4,False
Kate Plays Christine,8/26/2016,/movies/?id=kateplayschristine.htm,"$6,200",1,$700,1,False
Howards End (2016 Restoration),8/26/2016,/movies/?id=howardsend2016.htm,"$24,100",2,-3,-4,False
Mechanic: Resurrection,8/26/2016,/movies/?id=mechanic2.htm,"$7,544,100","2,258","$2,638,200","2,258",False
Tunnel,8/26/2016,/movies/?id=tunnel2016.htm,"$174,500",36,"$48,000",26,False
Traitor,8/27/2008,/movies/?id=traitor.htm,"$9,435,600","2,054","$950,000","2,054",True
Aashayein (Wishes),8/27/2010,/movies/?id=aashayein.htm,-1,-2,-3,-4,False
Takers,8/27/2010,/movies/?id=bonedeep.htm,"$22,906,700","2,206","$8,348,900","2,206",False
Mesrine: Killer Instinct,8/27/2010,/movies/?id=mesrine1.htm,"$170,700",28,-3,-4,True
Nick Saban: Gamechanger,8/27/2010,/movies/?id=nicksaban.htm,"$210,800",26,-3,-4,False
Avatar: Special Edition,8/27/2010,/movies/?id=avatarspecialedition.htm,"$4,475,600",812,"$1,377,000",812,False
The Two Escobars,8/27/2010,/movies/?id=twoescobars.htm,-1,-2,-3,-4,False
Chakjawana (Go For It),8/27/2010,/movies/?id=chakjawana.htm,-1,-2,-3,-4,False
The Salvation Poem (Poema de Salvacion),8/27/2010,/movies/?id=salvationpoem.htm,"$18,400",5,-3,-4,True
Daniel & Ana,8/27/2010,/movies/?id=danielandana.htm,"$1,600",1,-3,-4,False
The Milk of Sorrow,8/27/2010,/movies/?id=milkofsorrow.htm,"$2,100",1,-3,-4,False
The Last Exorcism,8/27/2010,/movies/?id=lastexorcism.htm,"$22,744,000","2,874","$10,504,900","2,874",False
Change of Plans,8/27/2010,/movies/?id=changeofplans.htm,"$17,200",2,-3,-4,False
Centurion,8/27/2010,/movies/?id=centurion.htm,"$47,800",12,-3,-4,False
Circle,8/27/2010,/movies/?id=circle2010.htm,"$4,400",2,-3,-4,False
The November Man,8/27/2014,/movies/?id=novemberman.htm,"$8,430,600","2,776","$917,700","2,776",True
Starred Up,8/27/2014,/movies/?id=starredup.htm,"$11,000",2,-3,-4,True
Through a Lens Darkly,8/27/2014,/movies/?id=throughalensdarkly.htm,"$10,100",1,-3,-4,True
Mystery Team,8/28/2009,/movies/?id=mysteryteam.htm,"$9,000",1,"$5,600",1,True
The Final Destination,8/28/2009,/movies/?id=finaldestination4.htm,"$31,633,500","3,121","$12,518,000","3,121",False
We Live in Public,8/28/2009,/movies/?id=weliveinpublic.htm,"$8,500",1,-3,-4,False
The September Issue,8/28/2009,/movies/?id=septemberissue.htm,"$254,600",6,"$89,400",6,True
Halloween II (2009),8/28/2009,/movies/?id=halloween209.htm,"$18,869,900","3,025","$8,802,400","3,025",False
The Open Road,8/28/2009,/movies/?id=openroad.htm,"$15,400",14,"$7,300",14,False
Still Walking,8/28/2009,/movies/?id=stillwalking.htm,"$23,400",2,-3,-4,False
Big Fan,8/28/2009,/movies/?id=bigfan.htm,"$28,000",2,-3,-4,True
Daddy Cool,8/28/2009,/movies/?id=daddycool.htm,"$16,500",18,"$4,200",18,False
Closed Circuit,8/28/2013,/movies/?id=closedcircuit.htm,"$2,707,000",870,"$273,100",862,True
A Reason,8/28/2015,/movies/?id=areason.htm,"$1,800",3,-3,-4,True
Windsor Drive,8/28/2015,/movies/?id=windsordrive.htm,"$2,300",2,-3,-4,False
Z for Zachariah,8/28/2015,/movies/?id=zforzachariah.htm,"$59,400",29,"$18,600",29,False
The Second Mother,8/28/2015,/movies/?id=thesecondmother.htm,"$25,100",3,-3,-4,False
Turbo Kid,8/28/2015,/movies/?id=turbokid.htm,"$32,800",26,"$13,900",31,False
Phantom (2015),8/28/2015,/movies/?id=phantom15.htm,"$278,400",93,"$85,000",93,False
7 Chinese Brothers,8/28/2015,/movies/?id=7chinesebrothers.htm,-1,-2,-3,-4,False
Drown,8/28/2015,/movies/?id=drown.htm,$900,1,-3,-4,False
We Are Your Friends,8/28/2015,/movies/?id=weareyourfriends.htm,"$1,844,400","2,333","$753,800","2,333",False
War Room,8/28/2015,/movies/?id=warroom2015.htm,"$11,846,700","1,135","$4,225,500","1,135",False
Memories of the Sword,8/28/2015,/movies/?id=memoriesofthesword.htm,"$52,400",22,-3,-4,False
An Eye for Beauty,8/28/2015,/movies/?id=aneyeforbeauty.htm,-1,-2,-3,-4,False
Balls of Fury,8/29/2007,/movies/?id=ballsoffury.htm,"$14,206,700","3,052","$2,116,200","2,810",True
Quiet City,8/29/2007,/movies/?id=quietcity.htm,"$6,100",1,-3,-4,True
I Served the King of England,8/29/2008,/movies/?id=iservedthekingofengland.htm,"$63,800",8,-3,-4,True
Sukiyaki Western Django,8/29/2008,/movies/?id=sukiyakiwesterndjango.htm,"$11,800",1,-3,-4,True
Antarctica,8/29/2008,/movies/?id=antarctica08.htm,"$1,000",1,-3,-4,True
College,8/29/2008,/movies/?id=college.htm,"$2,581,900","2,123","$859,400","2,123",True
Disaster Movie,8/29/2008,/movies/?id=disastermovie.htm,"$6,999,500","2,642","$2,426,100","2,642",True
My Mexican Shivah,8/29/2008,/movies/?id=mymexicanshivah.htm,"$7,300",1,-3,-4,True
Goal 2: Living the Dream,8/29/2008,/movies/?id=goal2.htm,"$180,000",99,"$56,100",99,True
Another Gay Sequel: Gays Gone Wild,8/29/2008,/movies/?id=anothergaysequel.htm,"$25,300",3,-3,-4,True
Babylon A.D.,8/29/2008,/movies/?id=babylon.htm,"$11,373,600","3,390","$3,741,800","3,390",True
Young People Fucking,8/29/2008,/movies/?id=youngpeoplefucking.htm,"$3,900",1,-3,-4,True
Oogieloves In The BIG Balloon Adventure,8/29/2012,/movies/?id=oogieloves.htm,"$491,300","2,160","$113,500","2,160",True
The Day,8/29/2012,/movies/?id=day2012.htm,"$11,200",12,"$1,600",12,True
Lawless,8/29/2012,/movies/?id=wettestcountry.htm,"$11,069,000","2,888","$1,257,300","2,565",True
The Ambassador,8/29/2012,/movies/?id=ambassador.htm,"$14,400",4,-3,-4,True
Little Birds,8/29/2012,/movies/?id=littlebirds.htm,"$5,100",1,-3,-4,True
Life of Crime,8/29/2014,/movies/?id=lifeofcrime.htm,"$111,100",37,"$33,300",37,True
Last Weekend,8/29/2014,/movies/?id=lastweekend.htm,"$2,800",1,-3,-4,True
Kundo: Age of the Rampant,8/29/2014,/movies/?id=kundo.htm,"$128,800",28,-3,-4,False
Ghostbusters (30th Anniversary re-release),8/29/2014,/movies/?id=ghostbusters2014.htm,"$1,871,700",784,"$523,700",784,True
NightLights,8/29/2014,/movies/?id=nightlights.htm,"$6,800",3,-3,-4,True
As Above/So Below,8/29/2014,/movies/?id=asabovesobelow.htm,"$9,199,100","2,640","$3,446,100","2,640",True
Cantinflas,8/29/2014,/movies/?id=cantinflas.htm,"$2,835,800",382,"$861,200",382,True
Canopy,8/29/2014,/movies/?id=canopy.htm,"$3,200",1,-3,-4,False
Road to Ninja - Naruto the Movie,8/29/2014,/movies/?id=roadtoninja.htm,"$20,300",40,-3,-4,False
The Conformist (2014 re-release),8/29/2014,/movies/?id=conformist2014.htm,-1,-2,-3,-4,False
The Strange Color of Your Body's Tears,8/29/2014,/movies/?id=bodystears.htm,"$1,600",2,-3,-4,True
The Last of Robin Hood,8/29/2014,/movies/?id=lastofrobinhood.htm,"$27,500",2,-3,-4,True
The Congress,8/29/2014,/movies/?id=congress.htm,"$30,500",15,-3,-4,True
Raja Natwarlal,8/29/2014,/movies/?id=rajanatwarlal.htm,"$89,200",73,"$23,300",73,True
The Notebook (2014),8/29/2014,/movies/?id=notebook2014.htm,"$3,300",2,-3,-4,True
Generation Found,8/29/2016,/movies/?id=generationfound.htm,-1,-2,"$25,500",11,False
If I Didn't Care,8/3/2007,/movies/?id=ifididntcare.htm,"$10,700",2,-3,-4,False
Hot Rod,8/3/2007,/movies/?id=hotrod.htm,"$6,646,100","2,607","$2,483,800","2,607",False
BRATZ,8/3/2007,/movies/?id=bratz.htm,"$5,266,700","1,509","$2,154,200","1,509",False
Becoming Jane,8/3/2007,/movies/?id=becomingjane.htm,"$1,216,500",100,"$395,500",100,False
Gandhi My Father,8/3/2007,/movies/?id=gandhimyfather.htm,"$218,300",38,-3,-4,False
Cash,8/3/2007,/movies/?id=cash.htm,-1,-2,-3,-4,False
El Cantante,8/3/2007,/movies/?id=elcantante.htm,"$4,007,200",542,"$1,351,900",542,False
The Bourne Ultimatum,8/3/2007,/movies/?id=bourneultimatum.htm,"$86,705,300","3,660","$30,871,100","3,660",False
Underdog,8/3/2007,/movies/?id=underdog.htm,"$14,498,200","3,013","$5,181,800","3,013",False
The Willow Tree,8/3/2007,/movies/?id=willowtree.htm,"$7,600",1,-3,-4,True
Blame It on Fidel,8/3/2007,/movies/?id=blameitonfidel.htm,"$11,300",1,-3,-4,False
The Ten,8/3/2007,/movies/?id=ten.htm,"$151,900",25,-3,-4,False
Free Radicals: A History of Experimental Film,8/3/2012,/movies/?id=freeradicals12.htm,"$1,500",1,-3,-4,True
360,8/3/2012,/movies/?id=360.htm,"$13,500",2,-3,-4,False
Soldiers of Fortune,8/3/2012,/movies/?id=soldiersoffortune.htm,"$27,600",50,"$8,000",50,False
Girlfriend Boyfriend - GF BF,8/3/2012,/movies/?id=girlfriendboyfriend.htm,"$32,100",16,-3,-4,False
Celeste and Jesse Forever,8/3/2012,/movies/?id=celesteandjesseforever.htm,"$119,300",4,-3,-4,False
Mosquita y Mari,8/3/2012,/movies/?id=mosquitaymari.htm,"$5,600",1,$500,1,False
Total Recall (2012),8/3/2012,/movies/?id=totalrecall2012.htm,"$28,306,500","3,601","$10,062,300","3,601",False
You've Been Trumped,8/3/2012,/movies/?id=youvebeentrumped.htm,"$5,000",1,-3,-4,False
Dreams of a Life,8/3/2012,/movies/?id=dreamsofalife.htm,"$3,400",1,-3,-4,False
Sushi: The Global Catch,8/3/2012,/movies/?id=sushi.htm,$600,1,-3,-4,True
Diary of a Wimpy Kid: Dog Days,8/3/2012,/movies/?id=diaryofawimpykid3.htm,"$16,183,700","3,391","$6,462,300","3,391",False
The Babymakers,8/3/2012,/movies/?id=babymakers.htm,"$5,800",11,-3,-4,False
Elevator to the Gallows (2016 re-issue),8/3/2016,/movies/?id=elevatorgallows2016.htm,"$14,500",1,"$2,800",1,False
Untitled Disney Live Action #1 (2018),8/3/2018,/movies/?id=disneyliveaction2018a.htm,-1,-2,-3,-4,False
Passion,8/30/2013,/movies/?id=passion.htm,"$36,700(Estimate)",14,"$3,400",14,True
Approaching Midnight,8/30/2013,/movies/?id=approachingmidnight.htm,"$1,200",6,-3,-4,False
Last Flight of the Champion,8/30/2013,/movies/?id=lastflightofthechampion.htm,"$1,600",15,$600,15,True
Our Nixon,8/30/2013,/movies/?id=ournixon.htm,"$6,700",3,-3,-4,True
Afternoon Delight,8/30/2013,/movies/?id=afternoondelight.htm,"$30,000",2,"$9,300",2,True
I Declare War,8/30/2013,/movies/?id=ideclarewar.htm,"$9,500",14,-3,-4,True
The Lifeguard,8/30/2013,/movies/?id=lifeguard13.htm,-1,-2,-3,-4,False
Instructions Not Included,8/30/2013,/movies/?id=instructionsnotincluded.htm,"$8,617,100",348,"$2,118,300",348,True
One Direction: This is Us,8/30/2013,/movies/?id=onedirection.htm,"$17,368,800","2,735","$9,739,500","2,735",True
Satyagraha,8/30/2013,/movies/?id=satyagraha.htm,"$452,600",83,"$126,800",83,True
Getaway (2013),8/30/2013,/movies/?id=getaway2013.htm,"$4,946,200","2,130","$1,571,400","2,130",True
American Made Movie,8/30/2013,/movies/?id=americanmademovie.htm,"$1,800",2,-3,-4,True
The Insanity of God,8/30/2016,/movies/?id=theinsanityofgod.htm,-1,-2,"$885,100",531,False
Halloween (2007),8/31/2007,/movies/?id=halloween07.htm,"$32,991,300","3,472","$13,636,600","3,472",True
Ladron Que Roba A Ladron,8/31/2007,/movies/?id=ladronquerobaaladron.htm,"$2,035,000",340,"$593,100",340,True
Freshman Orientation,8/31/2007,/movies/?id=freshmanorientation.htm,"$1,200",1,-3,-4,True
A Man Named Pearl,8/31/2007,/movies/?id=mannamedpearl.htm,"$10,500",3,-3,-4,True
The Nines,8/31/2007,/movies/?id=nines.htm,"$29,600",2,-3,-4,True
Exiled,8/31/2007,/movies/?id=exiled.htm,"$19,400",2,-3,-4,True
Self-Medicated,8/31/2007,/movies/?id=selfmedicated.htm,"$57,400",16,-3,-4,True
Vanaja,8/31/2007,/movies/?id=vanaja.htm,"$11,000",1,-3,-4,True
Death Sentence,8/31/2007,/movies/?id=deathsentence.htm,"$5,295,300","1,822","$1,713,600","1,822",True
The Debt,8/31/2011,/movies/?id=debt.htm,"$10,745,700","1,826","$1,052,400","1,786",True
Gainsbourg: A Heroic Life,8/31/2011,/movies/?id=gainsbourg.htm,"$27,300",3,-3,-4,True
Rebirth,8/31/2011,/movies/?id=rebirth.htm,"$3,000",1,-3,-4,True
